data_iniSE,SE,casos_est,casos_est_min,casos_est_max,casos,p_rt1,p_inc100k,Localidade_id,nivel,id,versao_modelo,tweet,Rt,pop,tempmin,umidmax,receptivo,transmissao,nivel_inc,umidmed,umidmin,tempmed,tempmax,casprov,casprov_est,casprov_est_min,casprov_est_max,casconf,notif_accum_year
2018-10-21,201843,36.0,36,36,36,0.5410911,1.3399776,0,1,230440020184319589,2023-08-20,0,1.024624,2686612,26.2857142857143,81.5106114285714,0,0,0,78.1360542857143,72.980304,26.792208,27.7142857142857,36.0,,,,,273270
2018-10-14,201842,32.0,32,32,32,0.32156062,1.1910912,0,1,230440020184219589,2023-08-20,0,0.8940926,2686612,25.4285714285714,85.960054,0,0,0,74.2359354285714,59.2719064285714,27.400974,30.2857142857143,32.0,,,,,273270
2018-10-07,201841,35.0,35,35,35,0.47468624,1.3027561,0,1,230440020184119589,2023-08-20,0,0.98508036,2686612,25.8571428571429,82.9470894285714,0,0,0,70.3565807142857,52.6046757142857,27.7976191428571,31.1428571428571,35.0,,,,,273270
2018-09-30,201840,40.0,40,40,40,0.67098796,1.4888641,0,1,230440020184019589,2023-08-20,0,1.1062243,2686612,25.7142857142857,80.1747551428571,0,0,0,73.3105974285714,62.9915542857143,26.8436151428571,28.5714285714286,40.0,,,,,273270
2018-09-23,201839,30.0,30,30,30,0.2755283,1.1166481,0,1,230440020183919589,2023-08-20,0,0.8629418,2686612,25.8571428571429,83.630608,0,0,0,79.9652822857143,74.2303002857143,26.1688314285714,27,30.0,,,,,273270
2018-09-16,201838,41.0,41,41,41,0.82157135,1.5260856,0,1,230440020183819589,2023-08-20,0,1.2379291,2686612,24.7142857142857,83.6253545714286,0,0,0,78.2934764285714,72.7333235714286,25.8311685714286,26.8571428571429,41.0,,,,,273270
2018-09-09,201837,36.0,36,36,36,0.49437046,1.3399776,0,1,230440020183719589,2023-08-20,0,0.99670124,2686612,24.7142857142857,79.3627337142857,0,0,0,75.7097314285714,70.3404347142857,25.7922077142857,26.2857142857143,36.0,,,,,273270
2018-09-02,201836,28.0,28,28,28,0.035574056,1.0422049,0,1,230440020183619589,2023-08-20,1,0.6501922,2686612,24.4285714285714,83.607808,0,0,0,79.5728057142857,74.0643911428571,25.7012985714286,26.2857142857143,28.0,,,,,273270
2018-08-26,201835,35.0,35,35,35,0.038993314,1.3027561,0,1,230440020183519589,2023-08-20,0,0.6830778,2686612,24.4285714285714,82.1402537142857,0,0,0,77.2358607142857,71.4295112857143,25.6753245714286,26.2857142857143,35.0,,,,,273270
2018-08-19,201834,43.0,43,43,43,0.051795073,1.6005288,0,1,230440020183419589,2023-08-20,0,0.72432613,2686612,24.2857142857143,80.7507791428571,0,0,0,76.3708935714286,70.0787257142857,25.7402597142857,26.4285714285714,43.0,,,,,273270
2018-08-12,201833,51.0,51,51,51,0.060607687,1.8983016,0,1,230440020183319589,2023-08-20,0,0.7521755,2686612,24.7142857142857,83.7381025714286,0,0,0,78.288488,71.3302734285714,26.1953462857143,27.5714285714286,51.0,,,,,273270
2018-08-05,201832,61.0,61,61,61,0.11593947,2.2705176,0,1,230440020183219589,2023-08-20,12,0.81462467,2686612,24.8571428571429,88.062454,1,0,0,76.1118057142857,57.1699405714286,26.9761908571429,30.2857142857143,61.0,,,,,273270
2018-07-29,201831,64.0,64,64,64,0.16423784,2.3821824,0,1,230440020183119589,2023-08-20,16,0.847676,2686612,24.2857142857143,90.3381388571429,1,0,0,75.8115922857143,59.8326907142857,26.7075571428571,29.7142857142857,64.0,,,,,273270
2018-07-22,201830,84.0,84,84,84,0.8403269,3.1266146,0,1,230440020183019589,2023-08-20,2,1.1728967,2686612,24.4285714285714,84.2947931428571,0,0,0,70.7304771428571,50.6250481428571,27.1547614285714,30.7142857142857,84.0,,,,,273270
2018-07-15,201829,76.0,76,76,76,0.7930454,2.8288417,0,1,230440020182919589,2023-08-20,10,1.146539,2686612,23.7142857142857,85.8112808571429,0,0,0,74.2868437142857,58.445134,26.3685065714286,29,76.0,,,,,273270
2018-07-08,201828,72.0,72,72,72,0.77682364,2.6799552,0,1,230440020182819589,2023-08-20,5,1.1396604,2686612,24,93.561818,1,0,0,87.3222007142857,81.609103,25.2207791428571,26.1428571428571,72.0,,,,,273270
2018-07-01,201827,69.0,69,69,69,0.5398995,2.5682905,0,1,230440020182719589,2023-08-20,0,1.0172234,2686612,24.4285714285714,88.8144208571429,1,0,0,84.1048842857143,78.7534882857143,25.6753248571429,26.7142857142857,69.0,,,,,273270
2018-06-24,201826,55.0,55,55,55,0.021573106,2.047188,0,1,230440020182619589,2023-08-20,2,0.70325977,2686612,23.8571428571429,85.0513147142857,0,0,0,79.8933185714286,73.4158664285714,25.3636362857143,26.2857142857143,55.0,,,,,273270
2018-06-17,201825,66.0,66,66,66,0.028200444,2.4566257,0,2,230440020182519589,2023-08-20,9,0.7358152,2686612,24.1428571428571,89.6052831428571,1,0,0,83.462812,76.6316054285714,25.7012985714286,26.7142857142857,66.0,,,,,273270
2018-06-10,201824,79.0,79,79,79,0.032578927,2.9405065,0,2,230440020182419589,2023-08-20,0,0.7607783,2686612,24,87.8935585714286,1,0,0,81.4628328571429,76.6189142857143,25.7662337142857,26.8571428571429,79.0,,,,,273270
2018-06-03,201823,91.0,91,91,91,0.020519488,3.3871658,0,2,230440020182319589,2023-08-20,3,0.75447416,2686612,24.7142857142857,95.1725165714286,1,0,0,88.1947314285714,82.9908617142857,25.6753245714286,26.2857142857143,91.0,,,,,273270
2018-05-27,201822,95.0,95,95,95,0.005221082,3.536052,0,2,230440020182219589,2023-08-20,6,0.71134007,2686612,25,91.8801964285714,1,0,0,84.3321628571429,78.8124435714286,26.3246754285714,27.1428571428571,95.0,,,,,273270
2018-05-20,201821,132.0,132,132,132,0.14439884,4.9132514,0,2,230440020182119589,2023-08-20,7,0.8813289,2686612,25,95.1844922857143,1,0,0,85.9005971428571,75.3295241428571,26.5638525714286,28.1428571428571,132.0,,,,,273270
2018-05-13,201820,131.0,131,131,131,0.0017086772,4.87603,0,2,230440020182019589,2023-08-20,2,0.7171826,2686612,24.7142857142857,95.1039007142857,1,0,0,80.423238,62.5542118571429,27.4761905714286,30.8571428571429,131.0,,,,,273270
2018-05-06,201819,140.0,140,140,140,5.2173856e-08,5.2110243,0,2,230440020181919589,2023-08-20,2,0.57521474,2686612,24,1E+2,1,0,0,84.9604342857143,63.5103887142857,26.6369042857143,30.5714285714286,140.0,,,,,273270
2018-04-29,201818,173.0,173,173,173,3.3816283e-12,6.439337,0,2,230440020181819589,2023-08-20,1,0.5327048,2686612,24.5714285714286,96.6925528571429,1,0,1,80.3195942857143,60.3924607142857,27.589286,31,173.0,,,,,273270
2018-04-22,201817,216.0,216,216,216,1.2301049e-11,8.0398655,0,2,230440020181719589,2023-08-20,5,0.5722001,2686612,24.8571428571429,95.0447528571429,1,0,1,80.0673528571429,61.4039262857143,27.6071434285714,30.8571428571429,216.0,,,,,273270
2018-04-15,201816,342.0,342,342,342,0.25301483,12.729788,0,2,230440020181619589,2023-08-20,6,0.9510465,2686612,24.2857142857143,95.89915,1,0,1,89.7401701428571,81.1453385714286,25.6829002857143,27.1428571428571,342.0,,,,,273270
2018-04-04,201815,431.0,431,431,431,0.99999994,16.042511,0,3,230440020181519589,2023-08-20,3,1.4936565,2686612,23.8571428571429,96.6745242857143,1,1,1,91.2326484285714,79.9817152857143,25.1298702857143,27.4285714285714,,,,,,273270
2018-04-01,201814,391.0,391,391,391,1.0,14.553646,0,3,230440020181419589,2023-08-20,5,1.7656311,2686612,25,97.5283964285714,1,1,1,90.4110011428571,84.4722928571429,26.285714,27.2857142857143,391.0,,,,,273270
2018-03-25,201813,291.0,291,291,291,0.9999985,10.831486,0,2,230440020181319589,2023-08-20,5,1.5389622,2686612,24.7142857142857,99.1761321428571,1,1,1,92.2077085714286,85.4310167142857,25.7792208571429,27.1428571428571,291.0,,,,,273270
2018-03-18,201812,176.0,176,176,176,0.5714731,6.5510015,0,2,230440020181219589,2023-08-20,7,1.019458,2686612,26.2857142857143,89.7106371428571,1,0,1,81.8380835714286,76.980221,27.4025974285714,28.1428571428571,176.0,,,,,273270
2018-03-11,201811,209.0,209,209,209,0.9894675,7.7793145,0,2,230440020181119589,2023-08-20,4,1.2703644,2686612,26.1428571428571,89.672488,1,1,1,83.2444165714286,77.6364787142857,27.3246751428571,28,209.0,,,,,273270
2018-03-04,201810,155.0,155,155,155,0.5606535,5.769348,0,2,230440020181019589,2023-08-20,7,1.0175412,2686612,25.5714285714286,93.601893,1,0,0,86.0311965714286,80.2392608571429,26.792208,27.7142857142857,155.0,,,,,273270
2018-02-25,201809,169.0,169,169,169,0.9756437,6.2904506,0,3,230440020180919589,2023-08-20,9,1.2543445,2686612,24.7142857142857,95.9217807142857,1,1,1,84.8725531428571,72.7433462857143,26.7705628571429,28.8571428571429,169.0,,,,,273270
2018-02-18,201808,173.0,173,173,173,0.9937291,6.439337,0,2,230440020180819589,2023-08-20,13,1.333853,2686612,24.1428571428571,99.1701442857143,1,1,1,92.5893557142857,85.509073,25.3344154285714,26.7142857142857,173.0,,,,,273270
2018-02-11,201807,108.0,108,108,108,0.081797585,4.0199327,0,2,230440020180719589,2023-08-20,2,0.8345404,2686612,23.5714285714286,98.3342357142857,1,0,0,91.9360514285714,86.8275965714286,24.6714285714286,25.7142857142857,108.0,,,,,273270
2018-02-04,201806,135.0,135,135,135,0.74780995,5.024916,0,2,230440020180619589,2023-08-20,8,1.086353,2686612,26,91.2651938571429,1,0,0,85.3767977142857,79.073289,27.0273808571429,28,135.0,,,,,273270
2018-01-28,201805,138.0,138,138,138,0.8780718,5.136581,0,1,230440020180519589,2023-08-20,3,1.1563288,2686612,25.8571428571429,88.8876154285714,1,0,0,81.1363922857143,74.4170294285714,26.9166665714286,28.2857142857143,138.0,,,,,273270
2018-01-21,201804,119.0,119,119,119,0.6250221,4.4293704,0,1,230440020180419589,2023-08-20,18,1.0425549,2686612,25.8571428571429,87.3973801428571,1,0,0,82.006675,77.5011857142857,26.7571428571429,27.2857142857143,119.0,,,,,273270
2018-01-14,201803,121.0,121,121,121,0.9107064,4.5038137,0,1,230440020180319589,2023-08-20,16,1.1979126,2686612,25.2857142857143,85.3597227142857,0,0,0,77.4652044285714,72.5011234285714,26.9892857142857,28.1428571428571,121.0,,,,,273270
2018-01-07,201802,117.0,117,117,117,0.9942234,4.3549275,0,1,230440020180219589,2023-08-20,11,1.4341512,2686612,24.7142857142857,83.6559997142857,0,0,0,78.941362,75.4115208571429,26.1428571428571,27,117.0,,,,,273270
2017-12-31,201801,115.0,115,115,115,0.9996369,4.280484,0,1,230440020180119589,2023-08-20,2,1.6559649,2686612,26.5714285714286,80.847216,0,0,0,78.6217005714286,75.487536,26.9714285714286,27.4285714285714,115.0,,,,,273270
2017-12-24,201752,67.0,67,67,67,0.601565,2.4938474,0,1,230440020175219589,2023-08-20,0,1.0458504,2686612,26.1428571428571,83.6556594285714,0,0,0,79.7594065714286,78.1409508571429,26.9142857142857,27.2857142857143,67.0,,,,,273270
2017-12-17,201751,70.0,70,70,70,0.7594176,2.6055121,0,1,230440020175119589,2023-08-20,1,1.1301856,2686612,26.5714285714286,80.9569448571429,0,0,0,75.5832022857143,72.0107861428571,27.125,27.8571428571429,70.0,,,,,273270
2017-12-10,201750,65.0,65,65,65,0.52032644,2.419404,0,1,230440020175019589,2023-08-20,1,1.0089724,2686612,26.4285714285714,79.4441531428571,0,0,0,76.6859208571429,74.1717537142857,26.8857142857143,27.2857142857143,65.0,,,,,273270
2017-12-03,201749,57.0,57,57,57,0.1231116,2.1216311,0,1,230440020174919589,2023-08-20,4,0.8141229,2686612,26.2857142857143,79.4642345714286,0,0,0,76.6269742857143,70.6252772857143,27.1680272857143,28.1428571428571,57.0,,,,,273270
2017-11-26,201748,64.0,64,64,64,0.10057214,2.3821824,0,1,230440020174819589,2023-08-20,4,0.8076734,2686612,26,79.4912365714286,0,0,0,69.9981021428571,56.7432711428571,28.035714,31,64.0,,,,,273270
2017-11-19,201747,72.0,72,72,72,0.10956265,2.6799552,0,1,230440020174719589,2023-08-20,3,0.82318527,2686612,25.7142857142857,82.2723525714286,0,0,0,70.18519,56.174585,27.7916665714286,30.7142857142857,72.0,,,,,273270
2017-11-12,201746,68.0,68,68,68,0.16216972,2.5310688,0,1,230440020174619589,2023-08-20,5,0.8505567,2686612,25.5,81.158405,0,0,0,69.6615,56.8294385,27.541666,30.5,68.0,,,,,273270
2017-11-05,201745,109.0,109,109,109,0.9962345,4.0571547,0,1,230440020174519589,2023-08-20,6,1.4903917,2686612,,81.0225645,0,0,0,,,,,109.0,,,,,273270
2017-10-29,201744,86.0,86,86,86,0.038995385,3.2010577,0,1,230440020174419589,2023-08-20,6,0.7773727,2686612,,80.886724,0,0,0,,,,,86.0,,,,,273270
2017-10-22,201743,47.0,47,47,47,0.0,1.7494153,0,1,230440020174319589,2023-08-20,4,0.23890218,2686612,,80.7508835,0,0,0,,,,,47.0,,,,,273270
2017-10-15,201742,59.0,59,59,59,0.0,2.1960745,0,1,230440020174219589,2023-08-20,2,0.20506243,2686612,,80.615043,0,0,0,,,,,59.0,,,,,273270
2017-10-08,201741,225.0,225,225,225,3.31128e-07,8.37486,0,1,230440020174119589,2023-08-20,1,0.6560194,2686612,,80.4792025,0,0,1,,,,,225.0,,,,,273270
2017-10-01,201740,273.0,273,273,273,0.05582182,10.161497,0,1,230440020174019589,2023-08-20,2,0.87663805,2686612,,80.343362,0,0,1,,,,,273.0,,,,,273270
2017-09-24,201739,416.0,416,416,416,1.0,15.484186,0,3,230440020173919589,2023-08-20,6,1.9852499,2686612,,80.2075215,0,1,1,,,,,416.0,,,,,273270
2017-09-17,201738,364.0,364,364,364,1.0,13.548663,0,3,230440020173819589,2023-08-20,6,2.9740648,2686612,,80.071681,0,1,1,,,,,364.0,,,,,273270
2017-09-10,201737,193.0,193,193,193,1.0,7.183769,0,1,230440020173719589,2023-08-20,4,2.0153396,2686612,,79.9358405,0,1,1,,,,,193.0,,,,,273270
2017-09-03,201736,68.0,68,68,68,0.007735062,2.5310688,0,1,230440020173619589,2023-08-20,7,0.68596345,2686612,23.8,79.8,0,0,0,71.870237,61.4,25.6099208,26.8,68.0,,,,,273270
2017-08-27,201735,94.0,94,94,94,0.187822,3.4988306,0,1,230440020173519589,2023-08-20,2,0.88250315,2686612,24.8571428571429,78.1428571428571,0,0,0,72.8472224285714,64.4285714285714,25.8869045714286,26.5714285714286,94.0,,,,,273270
2017-08-20,201734,106.0,106,106,106,0.16851982,3.9454896,0,1,230440020173419589,2023-08-20,5,0.88029516,2686612,24.4285714285714,77.7142857142857,0,0,0,74.4345234285714,66.2857142857143,25.5416665714286,26.2857142857143,106.0,,,,,273270
2017-08-13,201733,96.0,96,96,96,0.0010859863,3.5732737,0,1,230440020173319589,2023-08-20,2,0.6705223,2686612,24.4285714285714,84.7142857142857,0,0,0,79.0535714285714,72,25.4285714285714,26,96.0,,,,,273270
2017-08-06,201732,122.0,122,122,122,0.0029406263,4.541035,0,1,230440020173219589,2023-08-20,3,0.72275203,2686612,24.2857142857143,79.5714285714286,0,0,0,74.2876977142857,67.1428571428571,25.4880951428571,26.1428571428571,122.0,,,,,273270
2017-07-30,201731,132.0,132,132,132,0.0022688776,4.9132514,0,1,230440020173119589,2023-08-20,11,0.7247672,2686612,23.7142857142857,81.1428571428571,0,0,0,77.30754,70.7142857142857,25.0833334285714,26.1428571428571,132.0,,,,,273270
2017-07-23,201730,185.0,185,185,185,0.5478536,6.8859963,0,1,230440020173019589,2023-08-20,6,1.0126058,2686612,23.5714285714286,84.7142857142857,0,0,1,80.7817457142857,74.5714285714286,24.5694447142857,25.8571428571429,185.0,,,,,273270
2017-07-16,201729,189.0,189,189,189,0.60261226,7.0348825,0,1,230440020172919589,2023-08-20,15,1.0272735,2686612,23.8571428571429,87.1428571428571,1,0,1,81.8293657142857,76.1428571428571,24.6825398571429,25.5714285714286,189.0,,,,,273270
2017-07-09,201728,184.0,184,184,184,0.1890865,6.8487744,0,1,230440020172819589,2023-08-20,10,0.9141662,2686612,24,81,0,0,1,75.2023805714286,68.5714285714286,25.1011905714286,26.1428571428571,184.0,,,,,273270
2017-07-02,201727,175.0,175,175,175,0.00035967358,6.51378,0,1,230440020172719589,2023-08-20,8,0.7172042,2686612,23.8571428571429,85.8571428571429,0,0,1,81.2281742857143,75.7142857142857,24.7896827142857,26.1428571428571,175.0,,,,,273270
2017-06-25,201726,188.0,188,188,188,6.783223e-10,6.997661,0,1,230440020172619589,2023-08-20,12,0.5798425,2686612,24.8571428571429,86.5714285714286,0,0,1,81.4186514285714,76.2857142857143,25.7757935714286,26.2857142857143,188.0,,,,,273270
2017-06-18,201725,234.0,234,234,234,2.220446e-16,8.709855,0,1,230440020172519589,2023-08-20,9,0.52730674,2686612,24.7142857142857,86.4285714285714,0,0,1,81.9087314285714,75.4285714285714,25.644841,26.5714285714286,234.0,,,,,273270
2017-06-11,201724,283.0,283,283,283,0.0,10.533713,0,1,230440020172419589,2023-08-20,9,0.4858331,2686612,24.5714285714286,88,1,0,1,80.9919264285714,73,25.9857005714286,27.5714285714286,283.0,,,,,273270
2017-06-04,201723,455.0,455,455,455,0.0,16.93583,0,1,230440020172319589,2023-08-20,9,0.58125997,2686612,24.8571428571429,83.4285714285714,0,0,1,79.32738,72,26.0119048571429,27.7142857142857,455.0,,,,,273270
2017-05-28,201722,582.0,582,582,582,0.0,21.662971,0,1,230440020172219589,2023-08-20,16,0.53750676,2686612,24.7142857142857,92.4285714285714,1,0,1,89.2214285714286,85,25.3285714285714,25.8571428571429,582.0,,,,,273270
2017-05-21,201721,650.0,650,650,650,0.0,24.19404,0,1,230440020172119589,2023-08-20,21,0.4560417,2686612,25.5714285714286,86.7142857142857,0,0,1,83.0958057142857,78.4285714285714,26.2307254285714,27,650.0,,,,,273270
2017-05-14,201720,1133.0,1133,1133,1133,0.0,42.172073,0,2,230440020172019589,2023-08-20,35,0.60170585,2686612,25.7142857142857,89.7142857142857,1,0,1,83.2923404285714,76.8571428571429,26.8271564285714,27.8571428571429,1133.0,,,,,273270
2017-05-07,201719,1415.0,1415,1415,1415,0.0,52.668564,0,2,230440020171919589,2023-08-20,39,0.5708132,2686612,25.5714285714286,92,1,0,1,87.0127557142857,81.4285714285714,26.5841835714286,27.5714285714286,1415.0,,,,,273270
2017-04-30,201718,1615.0,1615,1615,1615,0.0,60.112885,0,2,230440020171819589,2023-08-20,47,0.5378445,2686612,24.8571428571429,94.1428571428571,1,0,1,86.9131771428571,8E+1,26.278941,27.7142857142857,1615.0,,,,,273270
2017-04-23,201717,2728.0,2728,2728,2728,3.6415315e-14,101.54053,0,4,230440020171719589,2023-08-20,32,0.8244492,2686612,25.2857142857143,94.4285714285714,1,0,2,89.3146822857143,83.2857142857143,26.4200677142857,27.2857142857143,2728.0,,,,,273270
2017-04-16,201716,2931.0,2931,2931,2931,6.185026e-05,109.09651,0,4,230440020171619589,2023-08-20,25,0.9067901,2686612,25.7142857142857,93.2857142857143,1,0,2,87.98441,82.1428571428571,26.7140024285714,27.8571428571429,2931.0,,,,,273270
2017-04-09,201715,3685.0,3685,3685,3685,1.0,137.1616,0,4,230440020171519589,2023-08-20,21,1.3152611,2686612,25,93.8571428571429,1,1,2,88.7435785714286,74.7142857142857,26.0103682857143,27.1428571428571,3685.0,,,,,273270
2017-04-02,201714,3350.0,3350,3350,3350,1.0,124.69236,0,4,230440020171419589,2023-08-20,20,1.5128517,2686612,25.2857142857143,93.4285714285714,1,1,2,87.4538872857143,79.8571428571429,26.2487684285714,27.4285714285714,3350.0,,,,,273270
2017-03-26,201713,3007.0,3007,3007,3007,1.0,111.925354,0,4,230440020171319589,2023-08-20,14,1.7116228,2686612,25,95.7142857142857,1,1,2,91.5809522857143,86.7142857142857,25.9214285714286,27.2857142857143,3007.0,,,,,273270
2017-03-19,201712,2052.0,2052,2052,2052,1.0,76.37872,0,3,230440020171219589,2023-08-20,13,1.3902417,2686612,24.7142857142857,94.2857142857143,1,1,2,90.5498314285714,85,25.6204101428571,26.5714285714286,2052.0,,,,,273270
2017-03-12,201711,1650.0,1650,1650,1650,1.0,61.41564,0,3,230440020171119589,2023-08-20,13,1.2821988,2686612,25,95,1,1,1,88.4002255714286,80.7142857142857,25.9613622857143,27.2857142857143,1650.0,,,,,273270
2017-03-05,201710,1529.0,1529,1529,1529,1.0,56.911827,0,2,230440020171019589,2023-08-20,9,1.2443447,2686612,25,93.4285714285714,1,1,1,88.0236005714286,81.2857142857143,26.3071924285714,27.5714285714286,1529.0,,,,,273270
2017-02-26,201709,1196.0,1196,1196,1196,0.050617103,44.517036,0,2,230440020170919589,2023-08-20,4,0.9362122,2686612,24,96.5714285714286,1,0,1,92.5039691428571,85,25.0170067142857,26.4285714285714,1196.0,,,,,273270
2017-02-19,201708,1117.0,1117,1117,1117,0.0024383322,41.576527,0,2,230440020170819589,2023-08-20,5,0.89074105,2686612,25.1428571428571,93.4285714285714,1,0,1,87.1720514285714,79.1428571428571,26.0566894285714,26.8571428571429,1117.0,,,,,273270
2017-02-12,201707,1374.0,1374,1374,1374,1.0,51.14248,0,3,230440020170719589,2023-08-20,6,1.2824796,2686612,25.2857142857143,89.7142857142857,1,1,1,85.98593,8E+1,25.8496542857143,26.8571428571429,1374.0,,,,,273270
2017-02-05,201706,1363.0,1363,1363,1363,1.0,50.733044,0,3,230440020170619589,2023-08-20,8,1.6628841,2686612,25.7142857142857,88.2857142857143,1,1,1,82.4031251428571,76.5714285714286,26.9534854285714,27.7142857142857,1363.0,,,,,273270
2017-01-29,201705,1136.0,1136,1136,1136,1.0,42.283737,0,3,230440020170519589,2023-08-20,1,1.8432597,2686612,26.1428571428571,85.4285714285714,0,1,1,80.9655171428571,75.8571428571429,26.7902887142857,27.5714285714286,1136.0,,,,,273270
2017-01-22,201704,736.0,736,736,736,1.0,27.395098,0,3,230440020170419589,2023-08-20,8,1.5507354,2686612,25.5714285714286,89,1,1,1,81.9755437142857,73.7142857142857,26.7419951428571,27.8571428571429,736.0,,,,,273270
2017-01-15,201703,633.0,633,633,633,1.0,23.561274,0,3,230440020170319589,2023-08-20,5,1.6566454,2686612,25.1428571428571,88.8571428571429,1,1,1,82.8632648571429,75.2857142857143,26.3527211428571,27.2857142857143,633.0,,,,,273270
2017-01-08,201702,418.0,418,418,418,0.9999504,15.558629,0,3,230440020170219589,2023-08-20,3,1.3354673,2686612,25,88.7142857142857,1,1,1,83.3635685714286,77,25.9100528571429,26.5714285714286,418.0,,,,,273270
2017-01-01,201701,405.0,405,405,405,0.9999984,15.074748,0,1,230440020170119589,2023-08-20,10,1.4296496,2686612,26.2857142857143,86.7142857142857,0,1,1,79.1232991428571,68.8571428571429,27.1607144285714,28.1428571428571,405.0,,,,,273270
2016-12-25,201652,294.0,294,294,294,0.31158775,10.9431505,0,1,230440020165219589,2023-08-20,3,0.9606989,2686612,26,83.8571428571429,0,0,1,76.3163257142857,65.8571428571429,27.260204,28.2857142857143,294.0,,,,,273270
2016-12-18,201651,234.0,234,234,234,7.2800103e-06,8.709855,0,1,230440020165119589,2023-08-20,4,0.69383615,2686612,26,83.8571428571429,0,0,1,76.3877557142857,66.8571428571429,27.1496597142857,28.1428571428571,234.0,,,,,273270
2016-12-11,201650,312.0,312,312,312,0.111613005,11.613139,0,1,230440020165019589,2023-08-20,2,0.9092235,2686612,26.1428571428571,82.8571428571429,0,0,1,78.1148828571429,72.4285714285714,26.8628607142857,27.4285714285714,312.0,,,,,273270
2016-12-04,201649,368.0,368,368,368,0.83664083,13.697549,0,1,230440020164919589,2023-08-20,8,1.0763772,2686612,25.8571428571429,82.4285714285714,0,0,1,77.6403057142857,70.8571428571429,26.5510204285714,27.2857142857143,368.0,,,,,273270
2016-11-27,201648,343.0,343,343,343,0.46496263,12.767009,0,1,230440020164819589,2023-08-20,7,0.9933227,2686612,26.2857142857143,79.4285714285714,0,0,1,71.7661548571429,60.2857142857143,27.3928572857143,29.2857142857143,343.0,,,,,273270
2016-11-20,201647,327.0,327,327,327,0.37997532,12.171464,0,1,230440020164719589,2023-08-20,8,0.9765403,2686612,26.2857142857143,79.4285714285714,0,0,1,75.1632657142857,67.5714285714286,26.9336735714286,27.5714285714286,327.0,,,,,273270
2016-11-13,201646,365.0,365,365,365,0.9776982,13.585884,0,3,230440020164619589,2023-08-20,4,1.1669842,2686612,25.8571428571429,82.5714285714286,0,1,1,77.2245842857143,69,26.7191987142857,27.8571428571429,365.0,,,,,273270
2016-11-06,201645,350.0,350,350,350,0.96869165,13.02756,0,1,230440020164519589,2023-08-20,6,1.1570586,2686612,25.8571428571429,82.7142857142857,0,1,1,76.2508491428571,67.8571428571429,26.7257178571429,28.1428571428571,350.0,,,,,273270
2016-10-30,201644,296.0,296,296,296,0.19915664,11.017594,0,1,230440020164419589,2023-08-20,3,0.9340657,2686612,25.7142857142857,79.4285714285714,0,0,1,72.1709181428571,62.8571428571429,26.7091838571429,27.5714285714286,296.0,,,,,273270
2016-10-23,201643,302.0,302,302,302,0.028330361,11.240924,0,1,230440020164319589,2023-08-20,3,0.8612912,2686612,25.7142857142857,80.5714285714286,0,0,1,74.4742057142857,67.4285714285714,26.3591271428571,27.1428571428571,302.0,,,,,273270
2016-10-16,201642,287.0,287,287,287,0.00024812328,10.682599,0,1,230440020164219589,2023-08-20,5,0.7622459,2686612,25.5714285714286,8E+1,0,0,1,75.5,68.5714285714286,26.364796,27.5714285714286,287.0,,,,,273270
2016-10-09,201641,376.0,376,376,376,0.21551397,13.995322,0,1,230440020164119589,2023-08-20,4,0.9449793,2686612,25.5714285714286,75,0,0,1,70.6150792857143,62.8571428571429,26.405612,27.4285714285714,376.0,,,,,273270
